id,day,answer_id
1,1,1
2,1,4
3,1,5
4,1,9
5,1,10
6,1,12
7,1,14
8,1,15
9,1,17
10,1,19
11,1,23
12,1,25
13,1,29
14,1,30
15,1,32
16,1,34
17,1,35
18,1,37
19,1,38
20,1,41
21,1,44
22,1,46
23,1,48
24,1,50
25,1,53
26,1,57
27,1,58
28,1,60
29,1,61
30,1,62
31,2,67
32,2,68
33,2,71
34,2,72
35,2,74
36,2,77
37,2,78
38,2,79
39,2,81
40,2,85
41,2,86
42,2,89
43,2,91
44,2,93
45,2,96
46,2,100
47,2,103
48,2,104
49,2,108
50,2,112
51,2,114
52,2,115
53,2,118
54,2,121
55,2,125
56,2,126
57,2,127
58,2,130
59,2,132
60,2,133
61,3,134
62,3,136
63,3,139
64,3,140
65,3,141
66,3,143
67,3,145
68,3,146
69,3,151
70,3,153
71,3,154
72,3,155
73,3,156
74,3,159
75,3,162
76,3,166
77,3,170
78,3,172
79,3,173
80,3,174
81,3,178
82,3,180
83,3,181
84,3,183
85,3,186
86,3,189
87,3,191
88,3,192
89,3,193
90,3,196
91,4,199
92,4,200
93,4,202
94,4,204
95,4,207
96,4,208
97,4,210
98,4,211
99,4,214
100,4,217
101,4,219
102,4,222
103,4,225
104,4,230
105,4,233
106,4,235
107,4,238
108,4,239
109,4,243
110,4,245
111,4,248
112,4,253
113,4,255
114,4,259
115,4,260
116,4,263
117,4,267
118,4,273
119,4,274
120,4,276
121,5,277
122,5,279
123,5,281
124,5,284
125,5,287
126,5,289
127,5,290
128,5,291
129,5,294
130,5,296
131,5,297
132,5,298
133,5,300
134,5,301
135,5,303
136,5,304
137,5,306
138,5,308
139,5,311
140,5,314
141,5,317
142,5,319
143,5,323
144,5,324
145,5,326
146,5,328
147,5,330
148,5,331
149,5,332
150,5,333
151,6,335
152,6,337
153,6,339
154,6,342
155,6,344
156,6,348
157,6,349
158,6,351
159,6,353
160,6,354
161,6,356
162,6,359
163,6,363
164,6,364
165,6,368
166,6,369
167,6,371
168,6,373
169,6,376
170,6,379
171,6,380
172,6,383
173,6,385
174,6,387
175,6,388
176,6,390
177,6,392
178,6,395
179,6,398
180,6,399
181,7,400
182,7,401
183,7,403
184,7,405
185,7,408
186,7,409
187,7,410
188,7,411
189,7,412
190,7,414
191,7,420
192,7,422
193,7,425
194,7,429
195,7,432
196,7,433
197,7,435
198,7,436
199,7,437
200,7,439
201,7,440
202,7,441
203,7,442
204,7,445
205,7,446
206,7,448
207,7,452
208,7,453
209,7,456
210,7,459
211,8,461
212,8,464
213,8,465
214,8,468
215,8,469
216,8,470
217,8,471
218,8,476
219,8,477
220,8,478
221,8,479
222,8,480
223,8,482
224,8,485
225,8,486
226,8,487
227,8,491
228,8,492
229,8,496
230,8,498
231,8,500
232,8,504
233,8,508
234,8,509
235,8,510
236,8,514
237,8,516
238,8,521
239,8,522
240,8,524
241,9,526
242,9,527
243,9,530
244,9,533
245,9,535
246,9,537
247,9,538
248,9,541
249,9,544
250,9,546
251,9,550
252,9,551
253,9,555
254,9,556
255,9,560
256,9,561
257,9,562
258,9,564
259,9,565
260,9,566
261,9,568
262,9,569
263,9,571
264,9,578
265,9,580
266,9,581
267,9,583
268,9,585
269,9,589
270,9,590
271,10,591
272,10,592
273,10,594
274,10,597
275,10,599
276,10,602
277,10,603
278,10,606
279,10,608
280,10,610
281,10,611
282,10,613
283,10,615
284,10,616
285,10,618
286,10,620
287,10,623
288,10,624
289,10,629
290,10,631
291,10,634
292,10,635
293,10,637
294,10,638
295,10,641
296,10,644
297,10,647
298,10,651
299,10,654
300,10,656
301,11,660
302,11,662
303,11,664
304,11,667
305,11,673
306,11,675
307,11,676
308,11,679
309,11,681
310,11,683
311,11,684
312,11,688
313,11,690
314,11,691
315,11,694
316,11,695
317,11,698
318,11,699
319,11,701
320,11,704
321,11,708
322,11,711
323,11,712
324,11,717
325,11,718
326,11,720
327,11,722
328,11,727
329,11,728
330,11,731
331,12,733
332,12,734
333,12,737
334,12,738
335,12,741
336,12,742
337,12,744
338,12,747
339,12,749
340,12,753
341,12,754
342,12,756
343,12,759
344,12,760
345,12,762
346,12,763
347,12,766
348,12,768
349,12,769
350,12,770
351,12,771
352,12,774
353,12,775
354,12,777
355,12,778
356,12,780
357,12,784
358,12,785
359,12,787
360,12,789
361,13,791
362,13,795
363,13,796
364,13,797
365,13,798
366,13,801
367,13,804
368,13,808
369,13,810
370,13,812
371,13,814
372,13,816
373,13,817
374,13,818
375,13,821
376,13,822
377,13,825
378,13,826
379,13,828
380,13,830
381,13,834
382,13,838
383,13,841
384,13,844
385,13,846
386,13,849
387,13,851
388,13,852
389,13,855
390,13,857
391,14,862
392,14,864
393,14,866
394,14,867
395,14,870
396,14,872
397,14,876
398,14,877
399,14,879
400,14,881
401,14,883
402,14,886
403,14,887
404,14,889
405,14,890
406,14,892
407,14,893
408,14,896
409,14,898
410,14,900
411,14,904
412,14,906
413,14,907
414,14,911
415,14,913
416,14,914
417,14,916
418,14,919
419,14,921
420,14,923
421,15,926
422,15,929
423,15,931
424,15,932
425,15,934
426,15,935
427,15,939
428,15,941
429,15,944
430,15,945
431,15,947
432,15,951
433,15,953
434,15,957
435,15,958
436,15,960
437,15,963
438,15,967
439,15,970
440,15,972
441,15,977
442,15,979
443,15,980
444,15,982
445,15,983
446,15,984
447,15,986
448,15,988
449,15,994
450,15,995
451,16,997
452,16,1001
453,16,1002
454,16,1003
455,16,1005
456,16,1006
457,16,1008
458,16,1010
459,16,1011
460,16,1014
461,16,1017
462,16,1019
463,16,1024
464,16,1030
465,16,1032
466,16,1034
467,16,1038
468,16,1041
469,16,1043
470,16,1046
471,16,1050
472,16,1053
473,16,1054
474,16,1057
475,16,1058
476,16,1068
477,16,1069
478,16,1074
479,16,1076
480,16,1078
481,17,1082
482,17,1086
483,17,1092
484,17,1094
485,17,1097
486,17,1101
487,17,1102
488,17,1104
489,17,1105
490,17,1106
491,17,1109
492,17,1111
493,17,1114
494,17,1115
495,17,1119
496,17,1120
497,17,1123
498,17,1126
499,17,1128
500,17,1129
501,17,1131
502,17,1133
503,17,1134
504,17,1138
505,17,1140
506,17,1143
507,17,1146
508,17,1147
509,17,1155
510,17,1156
511,18,1157
512,18,1161
513,18,1165
514,18,1166
515,18,1169
516,18,1171
517,18,1174
518,18,1177
519,18,1179
520,18,1180
521,18,1182
522,18,1184
523,18,1185
524,18,1189
525,18,1190
526,18,1193
527,18,1196
528,18,1198
529,18,1201
530,18,1203
531,18,1204
532,18,1209
533,18,1211
534,18,1212
535,18,1215
536,18,1216
537,18,1220
538,18,1222
539,18,1228
540,18,1231
541,19,1237
542,19,1246
543,19,1247
544,19,1252
545,19,1254
546,19,1257
547,19,1262
548,19,1264
549,19,1266
550,19,1269
551,19,1270
552,19,1275
553,19,1277
554,19,1278
555,19,1282
556,19,1286
557,19,1288
558,19,1290
559,19,1292
560,19,1293
561,19,1296
562,19,1297
563,19,1298
564,19,1300
565,19,1304
566,19,1306
567,19,1309
568,19,1312
569,19,1313
570,19,1317
571,20,1319
572,20,1322
573,20,1325
574,20,1327
575,20,1329
576,20,1332
577,20,1334
578,20,1335
579,20,1338
580,20,1339
581,20,1341
582,20,1343
583,20,1347
584,20,1348
585,20,1352
586,20,1353
587,20,1356
588,20,1358
589,20,1361
590,20,1364
591,20,1365
592,20,1369
593,20,1371
594,20,1373
595,20,1375
596,20,1379
597,20,1380
598,20,1381
599,20,1383
600,20,1386
601,21,1387
602,21,1389
603,21,1392
604,21,1393
605,21,1395
606,21,1397
607,21,1400
608,21,1404
609,21,1405
610,21,1407
611,21,1410
612,21,1412
613,21,1414
614,21,1418
615,21,1424
616,21,1426
617,21,1427
618,21,1430
619,21,1433
620,21,1435
621,21,1438
622,21,1440
623,21,1443
624,21,1444
625,21,1445
626,21,1448
627,21,1450
628,21,1451
629,21,1452
630,21,1454
631,22,1455
632,22,1456
633,22,1458
634,22,1460
635,22,1463
636,22,1464
637,22,1466
638,22,1468
639,22,1469
640,22,1470
641,22,1471
642,22,1473
643,22,1475
644,22,1476
645,22,1480
646,22,1482
647,22,1483
648,22,1485
649,22,1487
650,22,1490
651,22,1491
652,22,1492
653,22,1494
654,22,1495
655,22,1496
656,22,1497
657,22,1498
658,22,1500
659,22,1501
660,22,1502
661,23,1503
662,23,1505
663,23,1506
664,23,1509
665,23,1510
666,23,1513
667,23,1514
668,23,1516
669,23,1518
670,23,1520
671,23,1521
672,23,1522
673,23,1525
674,23,1526
675,23,1527
676,23,1528
677,23,1530
678,23,1532
679,23,1536
680,23,1537
681,23,1539
682,23,1540
683,23,1541
684,23,1543
685,23,1544
686,23,1545
687,23,1546
688,23,1548
689,23,1550
690,23,1551
691,24,1553
692,24,1554
693,24,1556
694,24,1557
695,24,1558
696,24,1559
697,24,1561
698,24,1562
699,24,1563
700,24,1564
701,24,1566
702,24,1568
703,24,1569
704,24,1570
705,24,1571
706,24,1574
707,24,1575
708,24,1576
709,24,1578
710,24,1581
711,24,1583
712,24,1584
713,24,1585
714,24,1587
715,24,1588
716,24,1590
717,24,1591
718,24,1593
719,24,1594
720,24,1596
721,25,1597
722,25,1599
723,25,1600
724,25,1602
725,25,1604
726,25,1606
727,25,1608
728,25,1610
729,25,1611
730,25,1612
731,25,1614
732,25,1615
733,25,1616
734,25,1617
735,25,1618
736,25,1621
737,25,1622
738,25,1624
739,25,1625
740,25,1627
741,25,1628
742,25,1630
743,25,1632
744,25,1633
745,25,1634
746,25,1636
747,25,1637
748,25,1639
749,25,1643
750,25,1647
751,26,1648
752,26,1650
753,26,1652
754,26,1653
755,26,1655
756,26,1657
757,26,1659
758,26,1660
759,26,1662
760,26,1668
761,26,1670
762,26,1673
763,26,1675
764,26,1679
765,26,1683
766,26,1685
767,26,1687
768,26,1688
769,26,1690
770,26,1692
771,26,1693
772,26,1696
773,26,1699
774,26,1701
775,26,1702
776,26,1704
777,26,1706
778,26,1709
779,26,1711
780,26,1714
781,27,1716
782,27,1719
783,27,1720
784,27,1722
785,27,1724
786,27,1725
787,27,1728
788,27,1730
789,27,1733
790,27,1737
791,27,1740
792,27,1741
793,27,1742
794,27,1744
795,27,1747
796,27,1748
797,27,1750
798,27,1751
799,27,1754
800,27,1755
801,27,1758
802,27,1759
803,27,1761
804,27,1763
805,27,1765
806,27,1766
807,27,1768
808,27,1770
809,27,1772
810,27,1773
811,28,1775
812,28,1777
813,28,1778
814,28,1780
815,28,1781
816,28,1785
817,28,1786
818,28,1787
819,28,1789
820,28,1791
821,28,1795
822,28,1797
823,28,1799
824,28,1801
825,28,1803
826,28,1804
827,28,1805
828,28,1806
829,28,1809
830,28,1810
831,28,1811
832,28,1813
833,28,1815
834,28,1819
835,28,1820
836,28,1823
837,28,1825
838,28,1828
839,28,1829
840,28,1831
841,29,1833
842,29,1834
843,29,1836
844,29,1838
845,29,1840
846,29,1842
847,29,1844
848,29,1845
849,29,1848
850,29,1849
851,29,1851
852,29,1854
853,29,1858
854,29,1860
855,29,1862
856,29,1864
857,29,1867
858,29,1869
859,29,1870
860,29,1872
861,29,1873
862,29,1874
863,29,1877
864,29,1879
865,29,1882
866,29,1883
867,29,1886
868,29,1887
869,29,1889
